codigo_postal,Income_Range,V_PROFESSION_CD,V_SEX,N_COLL_SCHOLARSHIP_LEVEL,EDAD,ID,AGEB
2100,2,24.0,2.0,4,59,4845,010-A
15430,3,24.0,1.0,3,19,4846,010-2
56530,1,6.0,2.0,4,22,4847,094-2
39740,3,6.0,2.0,1,23,4848,247-3
15830,3,6.0,1.0,2,20,4850,131-2
7700,1,5.0,1.0,5,23,4851,048-9
29230,3,4.0,1.0,5,44,4852,021-7
44790,2,6.0,1.0,4,20,4853,448-0
55120,3,6.0,1.0,4,35,4854,061-4
93160,1,5.0,1.0,5,25,4855,022-3
32310,2,2.0,1.0,2,20,4857,347-8
2400,2,6.0,2.0,3,23,4858,100-4
39906,1,10.0,1.0,1,20,4859,640-4
42090,2,26.0,1.0,5,21,4860,160-1
79000,2,6.0,1.0,5,35,4862,041-3
54140,3,5.0,1.0,5,23,4863,037-4
54740,2,1.0,1.0,3,28,4864,022-9
50220,2,27.0,2.0,4,28,4865,269-5
39890,3,2.0,2.0,8,27,4866,358-A
86280,2,24.0,1.0,4,24,4867,100-7
1377,3,6.0,1.0,4,20,4868,159-5
54425,2,1.0,1.0,5,21,4869,081-9
1700,2,5.0,2.0,5,23,4870,184-3
53689,1,6.0,1.0,5,20,4871,223-7
13210,2,2.0,1.0,2,27,4872,124-9
42160,3,8.0,2.0,5,25,4873,009-5
54930,2,6.0,1.0,2,35,4874,022-4
44300,2,6.0,1.0,3,24,4875,020-4
7440,2,7.0,1.0,3,28,4877,317-8
12100,1,1.0,1.0,3,33,4878,054-3
66600,4,6.0,1.0,5,26,4880,231-0
11320,2,15.0,1.0,4,21,4881,058-6
9360,2,6.0,1.0,4,21,4882,124-6
8500,3,2.0,1.0,5,20,4883,031-0
32000,2,6.0,2.0,3,23,4884,068-5
13300,3,9.0,2.0,5,23,4885,141-2
54473,3,6.0,1.0,5,29,4886,061-1
7210,3,1.0,2.0,5,24,4887,298-3
41603,4,9.0,2.0,5,27,4888,049-5
42186,2,6.0,2.0,2,24,4889,138-2
9510,3,6.0,1.0,3,25,4890,112-3
55028,2,6.0,1.0,3,22,4891,297-9
54140,2,6.0,1.0,2,24,4892,037-4
1400,3,6.0,1.0,4,22,4893,050-6
60950,3,6.0,1.0,5,21,4894,094-9
42080,3,32.0,2.0,5,34,4895,038-9
45680,4,6.0,1.0,3,38,4896,131-0
55300,2,6.0,1.0,4,34,4897,169-9
91727,3,6.0,1.0,3,23,4898,140-9
31210,2,6.0,1.0,5,27,4900,493-8
9440,1,2.0,1.0,5,24,4901,049-8
9750,2,5.0,1.0,4,20,4903,419-A
21460,4,6.0,1.0,3,23,4904,056-7
22244,4,6.0,1.0,5,26,4905,597-4
88930,2,6.0,2.0,2,19,4907,088-0
64320,3,5.0,2.0,5,28,4908,062-0
9800,2,6.0,1.0,4,20,4909,185-2
72020,3,1.0,2.0,5,34,4910,429-4
56600,2,1.0,1.0,3,22,4911,175-2
39460,3,6.0,2.0,5,25,4913,025-0
55507,2,2.0,1.0,4,23,4914,339-4
83115,2,9.0,1.0,5,21,4915,538-2
29040,2,11.0,1.0,5,27,4917,169-6
7910,2,6.0,2.0,3,32,4918,192-8
51900,4,9.0,2.0,5,25,4919,009-3
9360,3,5.0,1.0,3,23,4920,124-6
52165,2,6.0,1.0,5,29,4921,108-2
61514,3,6.0,1.0,3,23,4923,027-7
3023,4,2.0,1.0,5,27,4924,007-9
72470,2,6.0,1.0,5,24,4925,410-A
36783,3,6.0,1.0,5,26,4927,117-6
96730,3,6.0,2.0,2,25,4928,040-A
50170,3,6.0,2.0,5,27,4929,333-5
56900,2,27.0,1.0,2,20,4930,012-5
54730,5,6.0,1.0,2,40,4932,025-2
3020,3,5.0,2.0,5,33,4933,006-4
52918,1,24.0,1.0,4,31,4934,162-4
56617,2,27.0,1.0,2,30,4935,045-7
22710,5,6.0,1.0,5,28,4936,047-2
55063,1,26.0,1.0,3,20,4937,221-6
66230,4,26.0,1.0,5,27,4938,018-7
39510,2,2.0,1.0,5,23,4939,330-6
55430,3,6.0,1.0,4,24,4940,036-6
73080,3,7.0,1.0,4,24,4941,033-0
86250,2,6.0,2.0,5,27,4942,237-8
78436,3,6.0,1.0,4,46,4943,064-1
31030,1,6.0,1.0,4,21,4945,375-1
9760,2,7.0,2.0,5,20,4946,545-0
9230,3,5.0,2.0,4,21,4948,525-3
36960,2,6.0,1.0,3,37,4949,042-3
61640,2,11.0,1.0,3,29,4950,005-9
2100,2,6.0,1.0,4,20,4952,003-A
66470,3,1.0,2.0,5,24,4953,135-6
65750,2,24.0,1.0,5,20,4955,007-6
4600,2,6.0,1.0,3,21,4957,097-8
8400,2,6.0,2.0,3,20,4958,109-4
2300,2,6.0,2.0,5,20,4959,087-7
15500,2,6.0,1.0,5,22,4960,053-0
40894,3,6.0,2.0,5,23,4961,094-1
55270,2,2.0,1.0,5,26,4966,128-A
62826,3,20.0,2.0,2,61,4967,020-2
9700,3,6.0,2.0,3,23,4968,572-8
42440,2,2.0,1.0,3,30,4969,011-3
7839,4,2.0,1.0,5,29,4970,188-1
91697,1,6.0,1.0,2,20,4971,271-2
44720,1,6.0,2.0,3,19,4972,422-6
77500,2,6.0,2.0,3,21,4973,064-8
54840,3,9.0,2.0,5,20,4975,027-8
16035,2,1.0,1.0,3,21,4976,121-A
34166,1,9.0,1.0,5,45,4977,599-5
51355,2,6.0,1.0,3,24,4978,069-A
39060,4,9.0,2.0,5,39,4981,108-6
15270,2,6.0,2.0,3,22,4982,021-0
55634,3,2.0,1.0,3,20,4983,042-9
76121,2,6.0,1.0,5,22,4984,212-1
42160,2,6.0,1.0,5,25,4987,026-9
45640,1,13.0,1.0,5,19,4989,250-5
9780,2,6.0,1.0,3,22,4990,199-4
31940,4,7.0,1.0,2,23,4991,147-7
83296,1,26.0,1.0,3,23,4992,788-7
43900,1,6.0,1.0,4,22,4994,018-6
54150,2,7.0,1.0,2,19,4995,069-4
54740,1,6.0,2.0,3,20,4996,022-9
44700,2,1.0,1.0,3,20,4997,563-3
6220,1,6.0,1.0,4,28,4998,002-3
52966,2,6.0,2.0,3,28,4999,036-3
36515,2,1.0,2.0,3,20,5000,143-2
77710,2,1.0,2.0,3,27,5001,005-2
50903,1,6.0,2.0,3,23,5002,051-6
66073,2,6.0,2.0,5,22,5004,083-8
56020,3,2.0,1.0,3,20,5005,008-9
7070,3,6.0,2.0,5,23,5006,116-7
38470,2,6.0,1.0,5,19,5007,012-6
53690,1,4.0,2.0,4,43,5009,256-1
1860,4,37.0,1.0,5,38,5010,175-4
72228,2,6.0,1.0,3,32,5011,437-9
32576,1,6.0,1.0,3,20,5012,658-0
11320,3,6.0,2.0,5,25,5013,058-6
40040,3,6.0,1.0,5,28,5014,124-2
52220,3,6.0,1.0,3,22,5015,004-A
14200,3,26.0,2.0,5,28,5016,082-0
3020,2,1.0,1.0,4,20,5017,042-0
37900,2,6.0,2.0,3,19,5018,053-1
29160,2,6.0,1.0,3,24,5019,043-4
55130,2,5.0,2.0,4,31,5020,074-1
45530,2,13.0,1.0,3,21,5021,186-2
54110,3,6.0,1.0,5,27,5022,003-5
27090,3,6.0,1.0,4,33,5023,161-3
56334,1,6.0,2.0,3,34,5025,125-1
57130,2,27.0,1.0,5,29,5027,016-8
50255,2,6.0,1.0,4,22,5028,275-0
70110,3,9.0,1.0,5,26,5029,027-2
37549,2,6.0,1.0,5,37,5030,234-7
35017,2,6.0,1.0,5,27,5033,220-9
6700,1,2.0,1.0,5,23,5035,110-6
3100,4,6.0,1.0,5,26,5037,041-6
13278,2,6.0,2.0,3,19,5039,132-3
76118,2,6.0,2.0,3,39,5040,205-1
52778,2,5.0,2.0,2,22,5041,018-7
73080,3,9.0,1.0,4,26,5042,033-0
83179,3,6.0,2.0,4,23,5043,237-3
14200,2,5.0,1.0,4,21,5044,086-9
6100,2,6.0,1.0,5,20,5045,142-6
7090,6,6.0,2.0,5,24,5046,264-4
1550,4,2.0,2.0,3,20,5048,224-A
8620,2,6.0,1.0,3,20,5049,112-6
7890,2,6.0,1.0,3,24,5050,227-3
50170,4,6.0,1.0,5,31,5051,335-4
53650,2,26.0,2.0,3,22,5052,208-2
7300,3,,1.0,3,31,5054,096-8
32600,3,25.0,2.0,5,30,5055,429-8
6720,2,9.0,2.0,5,26,5056,139-4
50250,3,5.0,2.0,5,27,5057,340-5
55712,2,6.0,1.0,3,24,5058,089-A
50285,2,6.0,1.0,2,32,5059,148-5
86250,2,6.0,1.0,3,21,5061,065-3
42400,3,,1.0,3,23,5062,011-4
7410,3,26.0,1.0,3,22,5063,082-6
14700,2,6.0,2.0,6,24,5064,240-3
50245,4,8.0,2.0,4,20,5065,355-1
6400,2,6.0,2.0,4,21,5066,055-5
11320,2,6.0,2.0,5,22,5067,058-6
13400,2,8.0,1.0,5,29,5068,075-3
54190,2,6.0,1.0,3,19,5070,235-1
45613,2,5.0,1.0,5,23,5072,288-A
97249,2,6.0,1.0,4,21,5073,548-A
8000,2,6.0,1.0,3,28,5074,072-A
42094,2,2.0,2.0,5,31,5075,218-8
1630,3,6.0,1.0,3,26,5076,165-0
14650,2,6.0,1.0,4,20,5077,226-3
9890,4,5.0,2.0,5,23,5080,447-1
56529,5,2.0,2.0,2,47,5081,090-4
98000,3,6.0,2.0,3,32,5082,126-9
4600,2,6.0,2.0,3,22,5083,100-1
29045,3,6.0,1.0,5,25,5084,302-9
62743,3,6.0,1.0,5,25,5085,110-1
57740,2,6.0,1.0,4,36,5086,124-0
22180,2,5.0,2.0,2,34,5088,360-5
10200,2,6.0,1.0,5,24,5089,016-0
56343,2,5.0,1.0,5,24,5090,062-4
67116,1,6.0,1.0,5,22,5092,103-3
54140,2,6.0,2.0,1,19,5093,034-0
44300,2,6.0,1.0,3,20,5094,358-6
72570,2,6.0,1.0,5,25,5095,262-0
56400,1,6.0,1.0,5,20,5097,004-A
57460,2,6.0,1.0,3,22,5098,145-2
4700,3,6.0,1.0,3,20,5099,179-8
57840,3,20.0,1.0,3,59,5100,110-9
38020,3,6.0,1.0,3,21,5101,119-2
53378,2,5.0,2.0,4,20,5102,028-3
14030,3,6.0,2.0,5,22,5103,013-A
29140,2,6.0,1.0,5,22,5106,042-1
50280,3,6.0,2.0,4,23,5108,276-5
54189,2,9.0,1.0,2,27,5110,117-5
56530,3,6.0,1.0,3,30,5111,074-5
52766,1,1.0,1.0,3,19,5113,026-1
55310,2,6.0,1.0,4,21,5114,314-4
6200,2,6.0,1.0,4,24,5115,034-3
45610,2,5.0,1.0,5,23,5116,126-0
52779,3,2.0,1.0,3,32,5117,019-1
7870,2,6.0,2.0,5,27,5118,175-4
50190,3,32.0,1.0,5,22,5119,169-7
25096,2,9.0,2.0,5,35,5121,513-0
66636,2,5.0,2.0,5,23,5123,055-A
21395,1,1.0,2.0,2,30,5124,587-6
55726,3,1.0,1.0,5,22,5125,080-9
7420,3,6.0,2.0,3,32,5126,102-5
40880,3,6.0,2.0,5,27,5127,081-4
35049,1,6.0,1.0,5,19,5128,133-8
55764,2,10.0,2.0,3,20,5129,051-8
50290,3,6.0,1.0,5,23,5133,151-7
11000,2,24.0,2.0,5,40,5134,098-0
76148,1,6.0,2.0,3,19,5135,191-8
76148,2,6.0,2.0,4,39,5136,336-5
8500,1,6.0,2.0,4,31,5137,018-5
70370,1,6.0,1.0,2,20,5138,004-1
57140,2,21.0,2.0,5,20,5139,017-2
54150,2,7.0,1.0,2,19,5140,069-4
78394,3,6.0,1.0,4,26,5142,433-4
16600,2,6.0,2.0,2,32,5143,072-4
57750,1,6.0,2.0,3,24,5144,128-9
78136,4,5.0,2.0,5,29,5146,291-0
44770,2,2.0,1.0,2,26,5148,506-5
16038,1,6.0,2.0,5,23,5149,009-0
9800,2,6.0,1.0,3,26,5150,401-A
53560,1,6.0,2.0,2,25,5151,035-3
51200,2,7.0,1.0,3,20,5152,023-A
57210,2,4.0,1.0,5,21,5154,041-6
55743,2,6.0,1.0,5,21,5155,030-6
4369,1,6.0,1.0,5,31,5156,061-A
29049,2,2.0,2.0,3,22,5157,174-7
54020,2,6.0,1.0,3,21,5158,152-7
9310,2,6.0,1.0,5,23,5159,041-1
32674,1,6.0,1.0,3,25,5160,254-A
16500,1,6.0,1.0,3,28,5161,136-6
54189,2,6.0,1.0,3,20,5162,156-5
4700,2,6.0,1.0,5,29,5163,158-6
71250,2,6.0,1.0,2,19,5164,006-1
62588,2,6.0,1.0,5,19,5165,080-A
40894,4,9.0,2.0,5,22,5166,094-1
54409,2,26.0,2.0,3,22,5167,100-3
52766,2,26.0,2.0,3,23,5168,057-7
9620,2,5.0,2.0,3,28,5169,262-A
86460,2,32.0,2.0,5,27,5170,083-7
14200,2,1.0,1.0,5,19,5172,084-A
54720,2,6.0,2.0,3,21,5173,197-5
55210,3,6.0,2.0,5,34,5175,085-A
1279,2,6.0,2.0,4,28,5176,037-0
15300,2,6.0,1.0,5,20,5179,027-8
57500,2,6.0,1.0,2,20,5180,074-0
25902,2,5.0,2.0,4,31,5182,138-2
77500,3,16.0,1.0,5,22,5183,064-8
62767,2,24.0,1.0,4,21,5184,043-2
29010,1,6.0,2.0,5,21,5186,071-5
39799,2,6.0,1.0,3,23,5187,341-4
14357,4,5.0,1.0,5,27,5189,046-4
52140,4,2.0,1.0,3,61,5191,070-3
64530,2,1.0,1.0,5,21,5192,101-2
52987,1,6.0,1.0,4,19,5193,093-1
32600,3,8.0,1.0,5,21,5194,431-5
52766,4,20.0,1.0,2,69,5195,032-7
62790,3,5.0,1.0,4,19,5196,045-4
76246,2,1.0,2.0,2,20,5197,020-8
86500,2,2.0,2.0,5,33,5198,038-1
54930,2,6.0,1.0,3,23,5199,178-8
45650,1,6.0,1.0,2,26,5200,143-7
25096,2,6.0,1.0,3,20,5201,448-6
54955,2,6.0,1.0,3,19,5204,142-A
45417,2,6.0,1.0,2,22,5205,168-1
47440,2,6.0,1.0,2,20,5206,050-4
54408,2,6.0,1.0,4,20,5207,078-7
31137,2,2.0,2.0,5,51,5210,536-8
1630,2,6.0,1.0,2,38,5211,089-8
57000,3,6.0,2.0,5,25,5214,079-3
8100,2,6.0,1.0,5,22,5215,001-A
54938,2,6.0,2.0,4,20,5216,028-1
21395,1,2.0,2.0,5,23,5217,499-0
37207,3,5.0,2.0,5,26,5218,569-5
36040,1,6.0,1.0,2,22,5219,124-5
36040,2,1.0,1.0,5,28,5221,082-A
22813,1,6.0,1.0,4,27,5222,105-8
65550,2,6.0,1.0,5,26,5224,008-2
55740,3,6.0,2.0,3,24,5225,032-5
86150,2,6.0,2.0,5,27,5226,111-5
13200,3,6.0,2.0,8,27,5227,009-6
13220,3,6.0,2.0,5,25,5229,062-6
54980,2,21.0,1.0,5,24,5230,057-0
38110,3,6.0,1.0,5,30,5231,292-8
77500,2,24.0,2.0,5,21,5232,064-8
44290,5,6.0,1.0,5,27,5233,480-9
64860,2,6.0,2.0,3,20,5234,224-1
22224,3,5.0,1.0,5,24,5235,127-6
52160,1,6.0,1.0,5,25,5236,076-0
55050,2,40.0,1.0,5,31,5237,211-2
14160,1,6.0,2.0,5,27,5239,136-9
13210,3,7.0,1.0,4,40,5240,005-8
50850,3,6.0,2.0,5,23,5241,007-0
1280,2,9.0,1.0,3,21,5242,145-3
10350,2,6.0,1.0,3,22,5243,043-8
38030,2,5.0,2.0,3,19,5244,154-4
89600,2,13.0,2.0,3,42,5245,018-6
62554,4,2.0,2.0,5,30,5246,109-9
7330,3,2.0,2.0,5,25,5247,055-9
45404,3,6.0,1.0,5,24,5249,116-4
55264,3,5.0,1.0,3,53,5250,186-2
40030,3,6.0,1.0,5,43,5252,191-4
1279,1,2.0,1.0,4,20,5254,037-0
57820,3,5.0,2.0,5,24,5255,084-4
56300,4,9.0,1.0,4,30,5256,023-1
45653,2,1.0,1.0,3,20,5259,182-7
7010,3,1.0,2.0,5,39,5260,098-7
39030,2,33.0,2.0,5,23,5261,156-5
53950,5,4.0,1.0,6,60,5262,051-2
57410,1,6.0,1.0,3,35,5263,069-A
10900,2,6.0,1.0,3,26,5264,045-7
76807,2,1.0,1.0,4,26,5265,058-1
15430,2,6.0,2.0,3,19,5267,010-2
55070,2,5.0,1.0,3,22,5269,388-8
53100,2,6.0,1.0,5,25,5271,123-9
6780,2,6.0,1.0,5,21,5272,148-3
85060,2,6.0,1.0,5,22,5273,101-2
55210,1,26.0,1.0,3,22,5274,354-9
15430,2,26.0,2.0,4,19,5275,010-2
14160,2,6.0,1.0,2,19,5276,136-9
53690,2,5.0,1.0,3,22,5278,231-1
53820,2,26.0,1.0,5,21,5279,160-A
47600,5,2.0,1.0,3,24,5280,011-A
9700,2,6.0,2.0,5,21,5281,572-8
52600,3,6.0,2.0,3,25,5282,012-2
31065,2,6.0,2.0,5,49,5283,854-0
27054,1,2.0,2.0,5,20,5284,447-8
55070,3,1.0,1.0,3,20,5285,391-A
1180,2,6.0,1.0,5,44,5286,013-5
29050,2,6.0,1.0,4,21,5287,215-8
56800,2,6.0,1.0,3,25,5288,011-1
9100,1,6.0,2.0,5,21,5289,238-6
53570,2,6.0,2.0,4,22,5292,221-8
56608,2,6.0,1.0,4,20,5293,207-4
4369,2,6.0,2.0,4,49,5294,115-8
55200,3,2.0,2.0,2,29,5295,082-6
57000,2,26.0,1.0,3,25,5296,079-3
44960,3,6.0,1.0,6,33,5297,543-6
45655,2,24.0,2.0,5,20,5299,086-7
14400,2,6.0,1.0,4,30,5300,162-1
1090,1,6.0,2.0,3,20,5301,124-1
55719,3,1.0,1.0,3,19,5302,042-3
4300,3,24.0,2.0,5,23,5304,065-8
6400,3,26.0,1.0,4,21,5306,055-5
66648,1,6.0,1.0,3,27,5307,186-3
54470,2,6.0,2.0,2,28,5308,019-A
39690,7,20.0,1.0,5,57,5309,044-3
29120,1,13.0,1.0,5,26,5310,014-4
3810,7,6.0,2.0,5,33,5311,021-9
43930,3,6.0,1.0,5,25,5312,004-5
45380,3,6.0,2.0,5,23,5313,014-0
89310,2,6.0,1.0,3,21,5315,064-1
78480,3,1.0,1.0,5,23,5316,013-3
35015,2,26.0,1.0,5,23,5317,197-8
9850,2,6.0,1.0,3,28,5319,588-9
88787,2,6.0,1.0,4,20,5320,275-2
56618,1,27.0,1.0,2,37,5321,112-0
91637,2,6.0,2.0,3,20,5322,033-0
55040,3,8.0,1.0,5,23,5323,009-9
67250,1,6.0,1.0,3,19,5324,028-5
54750,4,26.0,2.0,5,25,5326,040-7
53660,2,6.0,1.0,4,24,5327,032-A
54474,2,6.0,2.0,3,21,5329,060-7
55067,3,1.0,1.0,3,27,5330,261-0
56300,2,7.0,1.0,2,24,5331,017-6
56643,3,2.0,1.0,3,35,5332,215-9
55780,2,26.0,1.0,3,21,5333,010-5
66003,2,7.0,1.0,5,24,5334,077-7
57200,2,6.0,1.0,5,24,5337,026-1
44950,3,37.0,1.0,5,23,5338,333-6
54414,2,26.0,2.0,5,20,5339,013-2
38020,2,26.0,1.0,5,35,5340,112-0
56530,2,6.0,1.0,5,22,5341,094-2
6200,6,20.0,1.0,4,60,5342,035-8
9510,1,6.0,1.0,5,28,5343,112-3
56350,2,6.0,1.0,4,20,5344,111-A
53570,2,6.0,1.0,5,19,5345,221-8
52147,2,6.0,1.0,4,27,5346,041-7
58060,6,6.0,2.0,5,27,5348,269-4
43900,3,6.0,1.0,4,19,5349,005-9
55130,2,25.0,1.0,4,35,5350,074-1
51760,2,6.0,2.0,5,27,5351,015-7
6760,2,6.0,1.0,3,24,5352,136-0
56530,1,26.0,2.0,3,42,5354,091-9
40060,3,20.0,1.0,4,61,5355,030-A
54938,2,6.0,2.0,5,25,5357,032-8
1860,5,36.0,2.0,5,26,5358,171-6
7450,3,6.0,2.0,5,23,5359,340-7
39060,4,9.0,2.0,5,38,5360,108-6
31140,2,7.0,1.0,3,20,5361,639-A
22890,3,2.0,2.0,4,49,5362,795-A
1280,5,7.0,1.0,3,23,5363,145-3
31134,2,1.0,1.0,3,19,5364,187-8
15270,2,2.0,1.0,3,19,5365,021-0
10200,4,6.0,2.0,5,25,5366,012-2
85136,1,6.0,1.0,3,21,5367,330-5
83280,3,6.0,1.0,4,23,5368,615-A
70760,1,6.0,1.0,3,31,5369,016-6
90740,2,6.0,1.0,3,24,5372,019-8
7760,2,6.0,2.0,5,20,5373,125-6
7800,2,6.0,2.0,3,21,5374,127-5
54942,2,6.0,1.0,5,21,5376,096-8
57710,2,6.0,1.0,5,31,5377,098-6
41100,4,6.0,2.0,5,50,5378,035-8
52940,2,6.0,1.0,5,29,5380,100-3
28869,2,6.0,2.0,2,29,5381,157-7
42020,3,6.0,2.0,5,29,5382,005-4
53660,1,6.0,1.0,5,20,5384,032-A
62410,2,6.0,2.0,3,24,5385,026-1
55040,3,6.0,2.0,5,23,5386,009-9
6700,2,1.0,1.0,5,23,5387,110-6
62738,2,6.0,1.0,2,23,5388,027-3
83104,2,6.0,1.0,4,23,5389,014-6
7140,2,5.0,1.0,4,44,5390,344-5
56340,2,5.0,1.0,4,23,5391,126-6
54750,3,6.0,1.0,5,22,5392,040-7
9360,3,6.0,2.0,5,38,5395,491-2
57210,3,5.0,2.0,4,36,5396,041-6
9700,4,9.0,2.0,5,20,5397,486-1
66057,2,2.0,2.0,4,32,5398,015-1
14650,2,6.0,1.0,3,20,5399,226-3
32696,1,7.0,2.0,5,24,5400,336-A
28984,1,6.0,1.0,5,21,5401,099-8
67180,3,6.0,1.0,5,29,5404,269-0
55064,2,1.0,2.0,3,22,5406,390-5
57000,3,1.0,1.0,3,32,5407,204-1
52170,2,6.0,2.0,3,22,5408,097-2
55760,3,6.0,1.0,2,27,5409,017-0
50255,3,6.0,1.0,4,27,5410,226-7
66476,3,6.0,1.0,4,48,5411,116-3
10700,2,7.0,1.0,3,39,5413,028-3
4600,1,5.0,1.0,4,20,5415,098-2
1377,2,6.0,1.0,3,22,5420,234-3
32695,2,24.0,1.0,4,39,5421,708-0
61518,2,6.0,1.0,4,25,5422,010-1
44900,2,4.0,1.0,5,19,5424,210-7
43629,2,6.0,1.0,3,31,5425,106-9
3023,4,5.0,2.0,5,30,5426,009-8
58190,3,6.0,1.0,2,19,5427,244-4
25240,2,6.0,1.0,5,41,5428,203-2
85204,2,6.0,2.0,5,20,5431,234-5
53126,3,6.0,1.0,5,25,5432,253-8
30500,2,6.0,1.0,3,40,5433,059-A
42500,3,6.0,1.0,2,19,5434,034-9
7350,2,6.0,1.0,3,19,5436,035-1
22170,1,6.0,1.0,3,19,5439,688-3
74150,1,6.0,1.0,1,19,5440,004-4
8720,2,6.0,2.0,5,24,5441,044-8
53660,3,13.0,1.0,5,27,5443,032-A
54435,1,7.0,2.0,1,43,5444,096-5
62577,2,6.0,2.0,4,20,5445,074-3
16035,2,6.0,1.0,3,22,5446,121-A
15900,4,6.0,1.0,5,24,5447,072-3
55280,3,2.0,1.0,5,22,5448,192-8
83499,2,6.0,2.0,4,21,5450,113-9
78390,2,6.0,1.0,5,20,5451,235-7
62767,3,5.0,1.0,5,21,5452,043-2
61800,1,2.0,1.0,5,22,5453,015-8
5410,2,6.0,2.0,3,26,5454,024-6
29049,1,2.0,1.0,4,27,5455,226-6
54055,4,6.0,1.0,5,29,5457,074-5
88670,2,2.0,2.0,3,20,5458,114-8
22785,2,6.0,2.0,3,21,5460,804-0
50150,3,6.0,1.0,5,25,5461,055-7
3300,2,6.0,1.0,5,21,5462,100-5
54150,3,7.0,1.0,3,20,5463,069-4
55712,3,6.0,1.0,3,25,5464,089-A
89607,2,6.0,1.0,3,20,5465,149-A
45602,2,5.0,2.0,3,23,5466,307-4
9820,2,6.0,1.0,3,20,5468,120-8
31050,2,6.0,2.0,4,23,5469,380-2
11410,1,6.0,1.0,3,19,5470,016-2
13270,2,2.0,1.0,5,22,5471,128-7
9730,2,2.0,1.0,5,20,5472,289-9
57000,4,2.0,1.0,3,42,5473,058-1
55767,7,21.0,2.0,5,19,5474,029-3
20196,2,6.0,2.0,4,33,5475,360-9
78394,2,38.0,1.0,3,21,5478,456-5
61500,4,24.0,1.0,5,29,5479,023-9
22785,2,6.0,1.0,5,19,5480,962-1
56130,1,6.0,2.0,4,25,5481,083-2
10320,4,8.0,2.0,5,24,5482,009-0
54010,1,26.0,1.0,5,20,5483,230-9
30795,3,6.0,1.0,3,25,5484,103-0
37900,2,6.0,2.0,3,31,5486,056-5
54460,2,6.0,1.0,3,27,5487,067-9
51355,2,6.0,1.0,4,21,5488,069-A
54189,3,2.0,2.0,3,53,5489,125-A
1290,3,1.0,1.0,5,37,5491,196-6
6800,2,5.0,1.0,5,24,5492,115-9
54600,2,6.0,2.0,3,19,5494,029-9
39900,2,6.0,2.0,2,53,5496,418-3
31030,2,26.0,2.0,3,19,5499,390-6
78433,2,7.0,2.0,2,37,5500,107-1
30640,2,6.0,2.0,3,29,5502,029-6
32594,2,6.0,1.0,5,20,5504,713-1
66129,2,6.0,1.0,3,20,5507,106-4
9620,2,24.0,1.0,3,21,5508,263-4
14738,2,24.0,1.0,5,21,5509,220-6
68285,2,6.0,1.0,3,22,5511,004-4
9000,4,1.0,1.0,3,19,5512,075-0
55010,4,6.0,1.0,8,30,5515,445-8
77600,4,6.0,1.0,5,31,5516,005-1
56300,2,6.0,1.0,1,42,5517,014-2
62736,2,6.0,1.0,5,24,5518,083-7
43000,1,6.0,1.0,2,27,5519,067-2
62736,2,6.0,1.0,3,50,5520,080-3
62570,2,6.0,1.0,5,38,5521,083-2
6700,1,6.0,1.0,5,34,5522,099-8
14100,2,6.0,1.0,3,20,5524,149-6
60190,2,6.0,1.0,3,22,5527,175-8
83610,2,21.0,1.0,4,22,5528,129-9
5200,3,6.0,1.0,3,24,5529,034-A
54930,3,33.0,1.0,5,30,5530,022-4
42182,2,6.0,2.0,2,31,5531,143-3
14650,2,6.0,1.0,4,21,5532,226-3
68100,1,6.0,2.0,5,24,5534,153-7
7090,3,21.0,1.0,5,19,5535,288-A
44810,1,6.0,1.0,4,20,5537,512-0
55510,2,9.0,1.0,5,21,5538,477-8
45680,2,6.0,2.0,3,22,5539,037-A
53219,1,25.0,1.0,4,23,5542,059-9
50265,2,6.0,1.0,5,22,5543,172-9
22710,2,24.0,1.0,4,42,5544,047-2
29160,2,6.0,2.0,2,20,5545,043-4
62573,2,28.0,2.0,3,29,5546,037-2
25240,2,5.0,2.0,5,23,5548,133-5
66064,1,7.0,2.0,2,20,5549,102-2
88730,2,6.0,2.0,4,19,5550,299-8
31126,1,6.0,1.0,3,19,5551,588-5
31120,1,6.0,2.0,4,28,5553,273-4
55418,3,6.0,1.0,5,45,5554,361-9
55430,2,6.0,2.0,3,25,5557,037-0
8760,1,6.0,2.0,3,19,5558,066-4
61750,2,6.0,1.0,2,28,5559,005-1
55070,1,6.0,1.0,4,20,5561,391-A
50120,2,6.0,1.0,4,19,5562,052-3
52400,4,6.0,1.0,3,22,5563,039-8
42300,2,6.0,1.0,1,31,5564,020-4
40180,3,6.0,1.0,4,19,5566,025-4
22890,2,6.0,1.0,3,25,5567,750-2
52176,3,6.0,1.0,5,40,5568,115-2
84090,2,6.0,1.0,3,19,5569,141-A
78398,2,4.0,1.0,5,49,5570,253-5
84094,1,6.0,1.0,4,38,5571,213-6
42010,2,2.0,1.0,4,23,5572,085-3
45380,2,6.0,1.0,5,22,5573,014-0
72228,2,6.0,1.0,5,33,5574,437-9
15270,2,6.0,2.0,2,19,5575,021-0
30110,6,33.0,1.0,3,44,5576,010-0
55740,2,6.0,1.0,5,21,5577,032-5
55064,1,5.0,2.0,4,20,5578,390-5
54910,2,36.0,1.0,5,36,5579,150-4
7979,2,6.0,1.0,5,32,5580,240-9
55280,4,2.0,1.0,5,54,5581,286-0
42084,2,6.0,1.0,5,25,5582,134-9
